/tmp/nix-shell.wI2XoQ/RenderDoc/textured_terrain_test_2026.09.17_11.30.41_frame10.rdc - Frame #10

 EID  | Event                                                                                                              | Action #
1098  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 404   
1100  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 405   
1102  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 406   
1104  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 407   
1106  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 408   
1108  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 409   
1110  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 410   
1112  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 411   
1114  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 412   
1116  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 413   
1118  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 414   
1120  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 415   
1122  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 416   
1124  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 417   
1126  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 418   
1128  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 419   
1130  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 420   
1132  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 421   
1134  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 422   
1136  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 423   
1138  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 424   
1140  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 425   
1142  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 426   
1144  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 427   
1146  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 428   
1148  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 429   
1150  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 430   
1152  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 431   
1154  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 432   
1156  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 433   
1158  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 434   
1160  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 435   
1162  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 436   
1164  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 437   
1166  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 438   
1168  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 439   
1170  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 440   
1172  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 441   
1174  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 442   
1176  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 443   
1178  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 444   
1180  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 445   
1182  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 446   
1184  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 447   
1186  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 448   
1188  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 449   
1190  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 450   
1192  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 451   
1194  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 452   
1196  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 453   
1198  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 454   
1200  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 455   
1202  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 456   
1204  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 457   
1206  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 458   
1208  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 459   
1210  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 460   
1212  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 461   
1214  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 462   
1216  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 463   
1218  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 464   
1220  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 465   
1222  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 466   
1224  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 467   
1226  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 468   
1228  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 469   
1230  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 470   
1232  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 471   
1234  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 472   
1236  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 473   
1238  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 474   
1240  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 475   
1242  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 476   
1244  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 477   
1246  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 478   
1248  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 479   
1250  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 480   
1252  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 481   
1254  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 482   
1256  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 483   
1258  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 484   
1260  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 485   
1262  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 486   
1264  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 487   
1266  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 488   
1268  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 489   
1270  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 490   
1272  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 491   
1274  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 492   
1276  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 493   
1278  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 494   
1280  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 495   
1282  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 496   
1284  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 497   
1286  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 498   
1288  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 499   
1290  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 500   
1292  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_active_slot_map_buffer)                                           | 501   
1294  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_overflow_flag_buffer)                                             | 502   
1296  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_bases_uniform_buffer)                                       | 503   
1298  | - vkCmdCopyBuffer((wgpu internal) Staging, bevy_render::render_resource::uniform_buffer::UniformBuffer<bevy...)    | 504   
1300  | - vkCmdCopyBuffer((wgpu internal) Staging, bevy_render::render_resource::buffer_vec::RawBufferVec<bevy_pbr:...)    | 505   
1302  | - vkCmdCopyBuffer((wgpu internal) Staging, view_uniforms_buffer)                                                   | 506   
1304  | - vkCmdCopyBuffer((wgpu internal) Staging, bevy_render::render_resource::uniform_buffer::DynamicUniformBuff...)    | 507   
1306  | - vkCmdCopyBuffer((wgpu internal) Staging, bevy_render::render_resource::uniform_buffer::DynamicUniformBuff...)    | 508   
1308  | - vkCmdCopyBuffer((wgpu internal) Staging, bevy_render::render_resource::uniform_buffer::DynamicUniformBuff...)    | 509   
1310  | - vkCmdCopyBuffer((wgpu internal) Staging, bevy_render::render_resource::storage_buffer::StorageBuffer<bevy...)    | 510   
1312  | - vkCmdCopyBuffer((wgpu internal) Staging, bevy_render::render_resource::storage_buffer::StorageBuffer<bevy...)    | 511   
1314  | - vkCmdCopyBuffer((wgpu internal) Staging, clustering Z slicing metadata buffer)                                   | 512   
1316  | - vkCmdCopyBuffer((wgpu internal) Staging, previous instance input uniform buffer)                                 | 513   
1317  | - => vkQueueSubmit(33)[0]: vkEndCommandBuffer(Baked Command Buffer 9494)                                           | 514   
1318  | - => vkQueueSubmit(33)[1]: vkBeginCommandBuffer(Baked Command Buffer 10015)                                        | 514   
1320  | - vkCmdFillBuffer(bevy_render::render_resource::buffer_vec::UninitBufferVec<bevy_p..., 0)                          | 514   
1322  | - vkCmdFillBuffer(bevy_render::render_resource::buffer_vec::UninitBufferVec<[glam:..., 0)                          | 515   
1325  | - => vkQueueSubmit(33)[1]: vkEndCommandBuffer(Baked Command Buffer 10015)                                          | 516   
1326  | - => vkQueueSubmit(33)[2]: vkBeginCommandBuffer(Baked Command Buffer 9982)                                         | 516   
1327  | - clustering                                                                                                       | 516-525
1328  |  \- => vkQueueSubmit(33)[2]: vkEndCommandBuffer(Baked Command Buffer 9982)                                         | 516   
1329  |   - => vkQueueSubmit(33)[3]: vkBeginCommandBuffer(Baked Command Buffer 9984)                                       | 516   
1330  |   - => vkQueueSubmit(33)[3]: vkEndCommandBuffer(Baked Command Buffer 9984)                                         | 516   
1331  |   - => vkQueueSubmit(33)[4]: vkBeginCommandBuffer(Baked Command Buffer 9983)                                       | 516   
1332  |   - clustering Z slicing pass                                                                                      |       
1335  |    \- vkCmdDispatch(1, 1, 1)                                                                                       | 516   
1337  |   - => vkQueueSubmit(33)[4]: vkEndCommandBuffer(Baked Command Buffer 9983)                                         | 517   
1338  |   - => vkQueueSubmit(33)[5]: vkBeginCommandBuffer(Baked Command Buffer 9988)                                       | 517   
1341  |   - vkCmdCopyBuffer((wgpu internal) Staging, (wgpu internal) Indirect draw validation metadata buffer)             | 517   
1343  |   - (wgpu internal) Indirect draw validation pass                                                                  |       
1349  |    \- vkCmdDispatch(1, 1, 1)                                                                                       | 518   
1352  |   - => vkQueueSubmit(33)[5]: vkEndCommandBuffer(Baked Command Buffer 9988)                                         | 519   
1353  |   - => vkQueueSubmit(33)[6]: vkBeginCommandBuffer(Baked Command Buffer 9985)                                       | 519   
1354  |   - clustering count pass                                                                                          | 519-520
1357  |    \- vkCmdBeginRenderPass(Clear)                                                                                  | 519   
1364  |     - vkCmdDrawIndexedIndirect(1) => <6, 1>                                                                        | 519   
1365  |     - vkCmdEndRenderPass(Don't Care)                                                                               | 520   
1367  |   - => vkQueueSubmit(33)[6]: vkEndCommandBuffer(Baked Command Buffer 9985)                                         | 520   
1368  |   - => vkQueueSubmit(33)[7]: vkBeginCommandBuffer(Baked Command Buffer 9991)                                       | 520   
1370  |   - => vkQueueSubmit(33)[7]: vkEndCommandBuffer(Baked Command Buffer 9991)                                         | 520   
1371  |   - => vkQueueSubmit(33)[8]: vkBeginCommandBuffer(Baked Command Buffer 9990)                                       | 520   
1372  |   - clustering allocation local pass                                                                               |       
1375  |    \- vkCmdDispatch(15, 1, 1)                                                                                      | 520   
1377  |   - => vkQueueSubmit(33)[8]: vkEndCommandBuffer(Baked Command Buffer 9990)                                         | 521   
1378  |   - => vkQueueSubmit(33)[9]: vkBeginCommandBuffer(Baked Command Buffer 9993)                                       | 521   
1380  |   - => vkQueueSubmit(33)[9]: vkEndCommandBuffer(Baked Command Buffer 9993)                                         | 521   
1381  |   - => vkQueueSubmit(33)[10]: vkBeginCommandBuffer(Baked Command Buffer 9992)                                      | 521   
1382  |   - clustering allocation global pass                                                                              |       
1385  |    \- vkCmdDispatch(1, 1, 1)                                                                                       | 521   
1387  |   - => vkQueueSubmit(33)[10]: vkEndCommandBuffer(Baked Command Buffer 9992)                                        | 522   
1388  |   - => vkQueueSubmit(33)[11]: vkBeginCommandBuffer(Baked Command Buffer 9995)                                      | 522   
1392  |   - vkCmdCopyBuffer((wgpu internal) Staging, (wgpu internal) Indirect draw validation metadata buffer)             | 522   
1394  |   - (wgpu internal) Indirect draw validation pass                                                                  |       
1400  |    \- vkCmdDispatch(1, 1, 1)                                                                                       | 523   
1403  |   - => vkQueueSubmit(33)[11]: vkEndCommandBuffer(Baked Command Buffer 9995)                                        | 524   
1404  |   - => vkQueueSubmit(33)[12]: vkBeginCommandBuffer(Baked Command Buffer 9994)                                      | 524   
1405  |   - clustering populate pass                                                                                       | 524-525
1408  |    \- vkCmdBeginRenderPass(Clear)                                                                                  | 524   
1415  |     - vkCmdDrawIndexedIndirect(1) => <6, 1>                                                                        | 524   
1416  |     - vkCmdEndRenderPass(Don't Care)                                                                               | 525   
1418  |   - => vkQueueSubmit(33)[12]: vkEndCommandBuffer(Baked Command Buffer 9994)                                        | 525   
1419  |   - => vkQueueSubmit(33)[13]: vkBeginCommandBuffer(Baked Command Buffer 9997)                                      | 525   
1421  |   - vkCmdCopyBuffer(clustering Z slicing metadata buffer, clustering metadata staging buffer)                      | 525   
1423  | - => vkQueueSubmit(33)[13]: vkEndCommandBuffer(Baked Command Buffer 9997)                                          | 526   
1424  | - => vkQueueSubmit(33)[14]: vkBeginCommandBuffer(Baked Command Buffer 10016)                                       | 526   
1425  | - => vkQueueSubmit(33)[14]: vkEndCommandBuffer(Baked Command Buffer 10016)                                         | 526   
1426  | - => vkQueueSubmit(33)[15]: vkBeginCommandBuffer(Baked Command Buffer 9999)                                        | 526   
1427  | - => vkQueueSubmit(33)[15]: vkEndCommandBuffer(Baked Command Buffer 9999)                                          | 526   
1428  | - => vkQueueSubmit(33)[16]: vkBeginCommandBuffer(Baked Command Buffer 9998)                                        | 526   
1429  | - bin unpacking                                                                                                    |       
1432  | - => vkQueueSubmit(33)[16]: vkEndCommandBuffer(Baked Command Buffer 9998)                                          | 526   
1433  | - => vkQueueSubmit(33)[17]: vkBeginCommandBuffer(Baked Command Buffer 10017)                                       | 526   
1434  | - => vkQueueSubmit(33)[17]: vkEndCommandBuffer(Baked Command Buffer 10017)                                         | 526   
1435  | - => vkQueueSubmit(33)[18]: vkBeginCommandBuffer(Baked Command Buffer 10001)                                       | 526   
1436  | - => vkQueueSubmit(33)[18]: vkEndCommandBuffer(Baked Command Buffer 10001)                                         | 526   
1437  | - => vkQueueSubmit(33)[19]: vkBeginCommandBuffer(Baked Command Buffer 10000)                                       | 526   
1438  | - early_mesh_preprocessing                                                                                         |       
1440  | - => vkQueueSubmit(33)[19]: vkEndCommandBuffer(Baked Command Buffer 10000)                                         | 526   
1441  | - => vkQueueSubmit(33)[20]: vkBeginCommandBuffer(Baked Command Buffer 10018)                                       | 526   
1443  | - => vkQueueSubmit(33)[20]: vkEndCommandBuffer(Baked Command Buffer 10018)                                         | 526   
1444  | - => vkQueueSubmit(33)[21]: vkBeginCommandBuffer(Baked Command Buffer 10004)                                       | 526   
1445  | - => vkQueueSubmit(33)[21]: vkEndCommandBuffer(Baked Command Buffer 10004)                                         | 526   
1446  | - => vkQueueSubmit(33)[22]: vkBeginCommandBuffer(Baked Command Buffer 10002)                                       | 526   
1447  | - main_opaque_pass_3d                                                                                              |       
1450  |  \- vkCmdBeginRenderPass(C=Load, D=Load)                                                                           | 526   
1451  |   - vkCmdEndRenderPass(C=Store, D=Store)                                                                           | 526   
1453  | - => vkQueueSubmit(33)[22]: vkEndCommandBuffer(Baked Command Buffer 10002)                                         | 526   
1454  | - => vkQueueSubmit(33)[23]: vkBeginCommandBuffer(Baked Command Buffer 10019)                                       | 526   
1457  | - => vkQueueSubmit(33)[23]: vkEndCommandBuffer(Baked Command Buffer 10019)                                         | 526   
1458  | - => vkQueueSubmit(33)[24]: vkBeginCommandBuffer(Baked Command Buffer 10007)                                       | 526   
1459  | - => vkQueueSubmit(33)[24]: vkEndCommandBuffer(Baked Command Buffer 10007)                                         | 526   
1460  | - => vkQueueSubmit(33)[25]: vkBeginCommandBuffer(Baked Command Buffer 10005)                                       | 526   
1461  | - main_transparent_pass_3d                                                                                         | 526-528
1464  |  \- vkCmdBeginRenderPass(C=Load, D=Load)                                                                           | 526   
1470  |   - vkCmdDraw(6, 1323)                                                                                             | 526   
1476  |   - vkCmdDraw(6, 4850)                                                                                             | 527   
1477  |   - vkCmdEndRenderPass(C=Store, D=Store)                                                                           | 528   
1479  | - => vkQueueSubmit(33)[25]: vkEndCommandBuffer(Baked Command Buffer 10005)                                         | 528   
1480  | - => vkQueueSubmit(33)[26]: vkBeginCommandBuffer(Baked Command Buffer 10020)                                       | 528   
1483  | - => vkQueueSubmit(33)[26]: vkEndCommandBuffer(Baked Command Buffer 10020)                                         | 528   
1484  | - => vkQueueSubmit(33)[27]: vkBeginCommandBuffer(Baked Command Buffer 10010)                                       | 528   
1486  | - vkCmdCopyBuffer((wgpu internal) Staging, (wgpu internal) Indirect draw validation metadata buffer)               | 528   
1487  | - vkCmdCopyBuffer((wgpu internal) Staging, (wgpu internal) Indirect draw validation metadata buffer)               | 529   
1488  | - vkCmdCopyBuffer((wgpu internal) Staging, (wgpu internal) Indirect draw validation metadata buffer)               | 530   
1489  | - vkCmdCopyBuffer((wgpu internal) Staging, (wgpu internal) Indirect draw validation metadata buffer)               | 531   
1491  | - (wgpu internal) Indirect draw validation pass                                                                    | 532-535
1497  |  \- vkCmdDispatch(2, 1, 1)                                                                                         | 532   
1502  |   - vkCmdDispatch(1, 1, 1)                                                                                         | 533   
1507  |   - vkCmdDispatch(3, 1, 1)                                                                                         | 534   
1512  |   - vkCmdDispatch(3, 1, 1)                                                                                         | 535   
1515  | - => vkQueueSubmit(33)[27]: vkEndCommandBuffer(Baked Command Buffer 10010)                                         | 536   
1516  | - => vkQueueSubmit(33)[28]: vkBeginCommandBuffer(Baked Command Buffer 10008)                                       | 536   
1517  | - voxel_raster_pass                                                                                                | 536-977
1520  |  \- vkCmdBeginRenderPass(C=Clear, D=Clear)                                                                         | 536   
1527  |   - vkCmdDrawIndexedIndirect(1) => <30774, 1>                                                                      | 536   
1529  |   - vkCmdDrawIndexedIndirect(1) => <30954, 1>                                                                      | 537   
1531  |   - vkCmdDrawIndexedIndirect(1) => <30330, 1>                                                                      | 538   
1533  |   - vkCmdDrawIndexedIndirect(1) => <29226, 1>                                                                      | 539   
1535  |   - vkCmdDrawIndexedIndirect(1) => <33504, 1>                                                                      | 540   
1537  |   - vkCmdDrawIndexedIndirect(1) => <30312, 1>                                                                      | 541   
1539  |   - vkCmdDrawIndexedIndirect(1) => <30324, 1>                                                                      | 542   
1541  |   - vkCmdDrawIndexedIndirect(1) => <30300, 1>                                                                      | 543   
1543  |   - vkCmdDrawIndexedIndirect(1) => <30252, 1>                                                                      | 544   
1545  |   - vkCmdDrawIndexedIndirect(1) => <30552, 1>                                                                      | 545   
1547  |   - vkCmdDrawIndexedIndirect(1) => <30894, 1>                                                                      | 546   
1549  |   - vkCmdDrawIndexedIndirect(1) => <30024, 1>                                                                      | 547   
1551  |   - vkCmdDrawIndexedIndirect(1) => <29892, 1>                                                                      | 548   
1553  |   - vkCmdDrawIndexedIndirect(1) => <29712, 1>                                                                      | 549   
1555  |   - vkCmdDrawIndexedIndirect(1) => <30774, 1>                                                                      | 550   
1557  |   - vkCmdDrawIndexedIndirect(1) => <30822, 1>                                                                      | 551   
1559  |   - vkCmdDrawIndexedIndirect(1) => <31554, 1>                                                                      | 552   
1561  |   - vkCmdDrawIndexedIndirect(1) => <30936, 1>                                                                      | 553   
1563  |   - vkCmdDrawIndexedIndirect(1) => <29850, 1>                                                                      | 554   
1565  |   - vkCmdDrawIndexedIndirect(1) => <29874, 1>                                                                      | 555   
1567  |   - vkCmdDrawIndexedIndirect(1) => <30756, 1>                                                                      | 556   
1569  |   - vkCmdDrawIndexedIndirect(1) => <31722, 1>                                                                      | 557   
1571  |   - vkCmdDrawIndexedIndirect(1) => <31176, 1>                                                                      | 558   
1573  |   - vkCmdDrawIndexedIndirect(1) => <29694, 1>                                                                      | 559   
1575  |   - vkCmdDrawIndexedIndirect(1) => <30564, 1>                                                                      | 560   
1579  |   - vkCmdDrawIndexedIndirect(1) => <7812, 1>                                                                       | 561   
1581  |   - vkCmdDrawIndexedIndirect(1) => <7968, 1>                                                                       | 562   
1583  |   - vkCmdDrawIndexedIndirect(1) => <7398, 1>                                                                       | 563   
1585  |   - vkCmdDrawIndexedIndirect(1) => <7674, 1>                                                                       | 564   
1587  |   - vkCmdDrawIndexedIndirect(1) => <7908, 1>                                                                       | 565   
1589  |   - vkCmdDrawIndexedIndirect(1) => <7908, 1>                                                                       | 566   
1591  |   - vkCmdDrawIndexedIndirect(1) => <7650, 1>                                                                       | 567   
1593  |   - vkCmdDrawIndexedIndirect(1) => <7728, 1>                                                                       | 568   
1595  |   - vkCmdDrawIndexedIndirect(1) => <7440, 1>                                                                       | 569   
1597  |   - vkCmdDrawIndexedIndirect(1) => <8118, 1>                                                                       | 570   
1599  |   - vkCmdDrawIndexedIndirect(1) => <7704, 1>                                                                       | 571   
1601  |   - vkCmdDrawIndexedIndirect(1) => <7380, 1>                                                                       | 572   
1603  |   - vkCmdDrawIndexedIndirect(1) => <7506, 1>                                                                       | 573   
1605  |   - vkCmdDrawIndexedIndirect(1) => <7740, 1>                                                                       | 574   
1607  |   - vkCmdDrawIndexedIndirect(1) => <7536, 1>                                                                       | 575   
1609  |   - vkCmdDrawIndexedIndirect(1) => <7824, 1>                                                                       | 576   
1611  |   - vkCmdDrawIndexedIndirect(1) => <8100, 1>                                                                       | 577   
1613  |   - vkCmdDrawIndexedIndirect(1) => <7644, 1>                                                                       | 578   
1615  |   - vkCmdDrawIndexedIndirect(1) => <7662, 1>                                                                       | 579   
1617  |   - vkCmdDrawIndexedIndirect(1) => <7638, 1>                                                                       | 580   
1619  |   - vkCmdDrawIndexedIndirect(1) => <8052, 1>                                                                       | 581   
1621  |   - vkCmdDrawIndexedIndirect(1) => <7932, 1>                                                                       | 582   
1623  |   - vkCmdDrawIndexedIndirect(1) => <7212, 1>                                                                       | 583   
1625  |   - vkCmdDrawIndexedIndirect(1) => <7656, 1>                                                                       | 584   
1627  |   - vkCmdDrawIndexedIndirect(1) => <7950, 1>                                                                       | 585   
1629  |   - vkCmdDrawIndexedIndirect(1) => <7698, 1>                                                                       | 586   
1631  |   - vkCmdDrawIndexedIndirect(1) => <7710, 1>                                                                       | 587   
1633  |   - vkCmdDrawIndexedIndirect(1) => <7656, 1>                                                                       | 588   
1635  |   - vkCmdDrawIndexedIndirect(1) => <7500, 1>                                                                       | 589   
1637  |   - vkCmdDrawIndexedIndirect(1) => <7704, 1>                                                                       | 590   
1639  |   - vkCmdDrawIndexedIndirect(1) => <7824, 1>                                                                       | 591   
1641  |   - vkCmdDrawIndexedIndirect(1) => <7392, 1>                                                                       | 592   
1643  |   - vkCmdDrawIndexedIndirect(1) => <7698, 1>                                                                       | 593   
1645  |   - vkCmdDrawIndexedIndirect(1) => <7914, 1>                                                                       | 594   
1647  |   - vkCmdDrawIndexedIndirect(1) => <7674, 1>                                                                       | 595   
1649  |   - vkCmdDrawIndexedIndirect(1) => <7638, 1>                                                                       | 596   
1651  |   - vkCmdDrawIndexedIndirect(1) => <7446, 1>                                                                       | 597   
1653  |   - vkCmdDrawIndexedIndirect(1) => <7368, 1>                                                                       | 598   
1655  |   - vkCmdDrawIndexedIndirect(1) => <7476, 1>                                                                       | 599   
1657  |   - vkCmdDrawIndexedIndirect(1) => <8034, 1>                                                                       | 600   
1659  |   - vkCmdDrawIndexedIndirect(1) => <7674, 1>                                                                       | 601   
1661  |   - vkCmdDrawIndexedIndirect(1) => <7692, 1>                                                                       | 602   
1663  |   - vkCmdDrawIndexedIndirect(1) => <7362, 1>                                                                       | 603   
1665  |   - vkCmdDrawIndexedIndirect(1) => <7896, 1>                                                                       | 604   
1667  |   - vkCmdDrawIndexedIndirect(1) => <7878, 1>                                                                       | 605   
1669  |   - vkCmdDrawIndexedIndirect(1) => <7668, 1>                                                                       | 606   
1671  |   - vkCmdDrawIndexedIndirect(1) => <7656, 1>                                                                       | 607   
1673  |   - vkCmdDrawIndexedIndirect(1) => <7548, 1>                                                                       | 608   
1675  |   - vkCmdDrawIndexedIndirect(1) => <8058, 1>                                                                       | 609   
1677  |   - vkCmdDrawIndexedIndirect(1) => <7674, 1>                                                                       | 610   
1679  |   - vkCmdDrawIndexedIndirect(1) => <8064, 1>                                                                       | 611   
1681  |   - vkCmdDrawIndexedIndirect(1) => <7350, 1>                                                                       | 612   
1683  |   - vkCmdDrawIndexedIndirect(1) => <7314, 1>                                                                       | 613   
